_RAJ2000	_DEJ2000	HD	DM	GC	HR	HIP	RAJ2000	DEJ2000	Vmag	Fl	Bayer	Cst
022.0914167	-43.3177222	  9053	CD-43   449 	 1787	 429	  6867	01 28 21.94	-43 19 03.8	 3.41	   	gam  	Phe
022.5254167	+47.0073889	  9057	BD+46   370 	 1806	 430	  6999	01 30 06.10	+47 00 26.6	 5.27	 49	A    	And
022.4701250	+18.3556667	  9100	BD+17   210 	 1807	 432	  6981	01 29 52.83	+18 21 20.4	 6.01	 97	     	Psc
022.4004167	-21.6293333	  9132	BD-22   254 	 1808	 433	  6960	01 29 36.10	-21 37 45.6	 5.11	 48	     	Cet
022.5455833	 +6.1439444	  9138	BD+05   194 	 1819	 434	  7007	01 30 10.94	+06 08 38.2	 4.84	 98	mu.  	Psc
022.8707917	+15.3458333	  9270	BD+14   231 	 1839	 437	  7097	01 31 28.99	+15 20 45.0	 3.62	 99	eta  	Psc
022.8124167	-49.0730833	  9362	CD-49   425 	 1847	 440	  7083	01 31 14.98	-49 04 23.1	 3.93	   	del  	Phe
023.4830417	+59.2320833	  9408	BD+58   260 	 1879	 442	  7294	01 33 55.93	+59 13 55.5	 4.68	 39	chi  	Cas
023.7151667	+12.5586111	  9656	BD+11   201 	 1904	    	  7364	01 34 51.64	+12 33 31.0	 7.05	100	     	Psc
023.6571667	-15.6763611	  9672	BD-16   265 	 1903	 451	  7345	01 34 37.72	-15 40 34.9	 5.62	 49	     	Cet
023.9435000	+14.6614444	  9766	BD+13   240 	 1929	 455	  7436	01 35 46.44	+14 39 41.2	 6.23	101	     	Psc
024.6289167	+73.0400833	  9774	BD+72    86 	 1955	 456	  7650	01 38 30.94	+73 02 24.3	 5.28	 40	     	Cas
024.1999167	+41.4063889	  9826	BD+40   332 	 1948	 458	  7513	01 36 47.98	+41 24 23.0	 4.10	 50	ups  	And
023.9956667	-15.4002222	  9856	BD-16   270 	 1941	 459	  7450	01 35 58.96	-15 24 00.8	 5.41	 50	     	Cet
024.0351250	-29.9074444	  9906	CD-30   540 	 1947	 462	  7463	01 36 08.43	-29 54 26.8	 5.69	   	tau  	Scl
024.2748333	+12.1415000	  9919	BD+11   205 	 1954	 463	  7535	01 37 05.96	+12 08 29.4	 5.54	102	pi.  	Psc
024.4979167	+48.6285000	  9927	BD+47   467 	 1966	 464	  7607	01 37 59.50	+48 37 42.6	 3.59	 51	     	And
024.8375833	+44.3861389	 10072	BD+43   343 	 1991	 469	  7719	01 39 21.02	+44 23 10.1	 5.01	 52	chi  	And
024.8141250	+14.2856389	 10135	BD+13   255 	 2000	    	  7710	01 39 15.39	+14 17 08.3	 6.74	104	     	Psc
024.4281250	-57.2366667	 10144	CP-57   334 	 1979	 472	  7588	01 37 42.75	-57 14 12.0	 0.45	   	alf  	Eri
024.9198750	+16.4058889	 10164	BD+15   245 	 2007	 475	  7740	01 39 40.77	+16 24 21.2	 5.98	105	     	Psc
025.1450000	+40.5771111	 10205	BD+39   378 	 2025	 477	  7818	01 40 34.80	+40 34 37.6	 4.96	 53	tau  	And
025.5851667	+68.0430556	 10221	BD+67   149 	 2045	 478	  7965	01 42 20.44	+68 02 35.0	 5.57	 43	     	Cas
025.7322083	+70.6225556	 10250	BD+69   114 	 2059	 480	  8016	01 42 55.73	+70 37 21.2	 5.18	 42	     	Cas
024.9468333	-56.1964444	 10360	CP-56   329A	 2030	 486	  7751	01 39 47.24	-56 11 47.2	 5.76	   	p    	Eri
024.9491667	-56.1947222	 10361	CP-56   329B	     	 487	      	01 39 47.80	-56 11 41.0	 5.76	   	p    	Eri
025.3579583	 +5.4876111	 10380	BD+04   293 	 2055	 489	  7884	01 41 25.91	+05 29 15.4	 4.45	106	nu.  	Psc
025.8322500	+60.5513611	 10425	BD+59   307 	 2086	 491	  8046	01 43 19.74	+60 33 04.9	 5.78	 44	     	Cas
025.6247917	+20.2701389	 10476	BD+19   279 	 2080	 493	  7981	01 42 29.95	+20 16 12.5	 5.24	107	     	Psc
025.9150833	+50.6887778	 10516	BD+49   444 	 2102	 496	  8068	01 43 39.62	+50 41 19.6	 4.01	   	phi  	Per
025.5360417	-32.3268611	 10537	CD-32   666 	 2085	 497	  7955	01 42 08.65	-32 19 36.7	 5.25	   	pi.  	Scl
025.6214583	-53.7405833	 10647	CP-54   365 	 2104	 506	  7978	01 42 29.15	-53 44 26.1	 5.52	   	q01  	Eri
026.2327083	+20.0834167	 10697	BD+19   282 	 2131	 508	  8159	01 44 55.85	+20 05 00.3	 6.27	109	     	Psc
026.0213750	-15.9395556	 10700	BD-16   295 	 2123	 509	  8102	01 44 05.13	-15 56 22.4	 3.49	 52	tau  	Cet
026.3482917	 +9.1576389	 10761	BD+08   273 	 2139	 510	  8198	01 45 23.59	+09 09 27.5	 4.26	110	omi  	Psc
026.4110417	-25.0524444	 10830	CD-25   704 	 2145	 514	  8209	01 45 38.65	-25 03 08.8	 5.29	   	eps  	Scl
026.6469583	+17.4126944	 10845	BD+16   196 	 2156	 515	  8271	01 46 35.27	+17 24 45.7	 6.55	  3	     	Ari
025.3387083	-79.1482500	 10859	CP-79    44 	 2111	 516	  7879	01 41 21.29	-79 08 53.7	 6.33	   	tau01	Hyi
026.5247083	-50.8162222	 10934	CD-51   419 	 2163	 519	  8240	01 46 05.93	-50 48 58.4	 5.49	120	     	Phe
026.5255833	-53.5221944	 10939	CP-54   377 	 2165	 520	  8241	01 46 06.14	-53 31 19.9	 5.04	   	q02  	Eri
027.0454167	+16.9556389	 10982	BD+16   203 	 2188	 522	  8387	01 48 10.90	+16 57 20.3	 5.86	  4	     	Ari
027.5357500	+22.2753611	 11154	BD+21   243A	 2216	 530	  8544	01 50 08.58	+22 16 31.3	 5.83	  1	     	Ari
027.5354167	+22.2758333	 11155	BD+21   243B	     	    	      	01 50 08.50	+22 16 33.0	 5.90	  1	     	Ari
027.3966250	-10.6861944	 11171	BD-11   352 	 2212	 531	  8497	01 49 35.19	-10 41 10.3	 4.66	 53	chi  	Cet
027.9971250	+55.1474167	 11241	BD+54   396 	 2241	 533	  8704	01 51 59.31	+55 08 50.7	 5.53	  1	     	Per
027.7167083	+11.0434444	 11257	BD+10   252 	 2229	 534	  8588	01 50 52.01	+11 02 36.4	 5.92	 54	     	Cet
028.0389583	+50.7928611	 11291	BD+50   379 	 2246	 536	  8714	01 52 09.35	+50 47 34.3	 5.70	  2	     	Per
027.8650417	-10.3349444	 11353	BD-11   359 	 2249	 539	  8645	01 51 27.61	-10 20 05.8	 3.74	 55	zet  	Cet
028.5986667	+63.6701389	 11415	BD+62   320 	 2289	 542	  8886	01 54 23.68	+63 40 12.5	 3.35	 45	eps  	Cas
028.3222917	+40.7298056	 11428	BD+40   394 	 2274	 543	  8814	01 53 17.35	+40 43 47.3	 5.42	 55	     	And
028.2704167	+29.5793889	 11443	BD+28   312 	 2272	 544	  8796	01 53 04.90	+29 34 45.8	 3.42	  2	alf  	Tri
028.3823750	+19.2940833	 11502	BD+18   243B	 2290	 546	  8832	01 53 31.77	+19 17 38.7	 3.88	  5	gam01	Ari
028.3825000	+19.2958333	 11503	BD+18   243A	 2291	 545	      	01 53 31.80	+19 17 45.0	 4.83	  5	gam02	Ari
029.0000000	+68.6852778	 11529	BD+67   169 	 2313	 548	  9009	01 56 00.00	+68 41 07.0	 4.97	 46	ome  	Cas
028.3889167	 +3.1874722	 11559	BD+02   290 	 2293	 549	  8833	01 53 33.34	+03 11 14.9	 4.61	111	ksi  	Psc
026.9445417	-80.1761667	 11604	CP-80    35 	 2228	 550	  8366	01 47 46.69	-80 10 34.2	 6.05	   	tau02	Hyi
028.6597917	+20.8083056	 11636	BD+20   306 	 2309	 553	  8903	01 54 38.35	+20 48 29.9	 2.64	  6	bet  	Ari
028.4117500	-46.3024444	 11695	CD-46   552 	 2303	 555	  8837	01 53 38.82	-46 18 08.8	 4.39	   	psi  	Phe
028.1447500	-67.9445000	 11733	CP-68    96 	 2298	    	  8751	01 52 34.74	-67 56 40.2	 6.77	   	eta01	Hyi
029.0384583	+37.2518056	 11749	BD+36   355 	 2324	 557	  9021	01 56 09.23	+37 15 06.5	 5.69	 56	     	And
028.5919167	-42.4968889	 11753	CD-43   583 	 2315	 558	  8882	01 54 22.06	-42 29 48.8	 5.12	   	phi  	Phe
028.9626250	+23.5773333	 11763	BD+22   284 	 2323	 559	  8993	01 55 51.03	+23 34 38.4	 5.76	  7	     	Ari
029.3376250	+17.8175833	 11909	BD+17   289 	 2347	 563	  9110	01 57 21.03	+17 49 03.3	 5.09	  8	iot  	Ari
029.1673333	-22.5267222	 11930	CD-23   721 	 2343	 565	  9061	01 56 40.16	-22 31 36.2	 4.92	 56	     	Cet
028.9867917	-51.6095833	 11937	CP-52   241 	 2339	 566	  9007	01 55 56.83	-51 36 34.5	 3.69	   	chi  	Eri
029.6395833	+49.2042500	 11949	BD+48   576 	 2372	 568	  9222	01 58 33.50	+49 12 15.3	 5.70	  3	     	Per
029.4824167	+23.5960833	 11973	BD+22   288 	 2366	 569	  9153	01 57 55.78	+23 35 45.9	 4.79	  9	lam  	Ari
028.7333750	-67.6474722	 11977	CP-68   101 	 2331	 570	  8928	01 54 56.01	-67 38 50.9	 4.68	   	eta02	Hyi
029.4974583	 -2.0595000	 12020	BD-02   330 	 2375	    	  9165	01 57 59.39	-02 03 34.2	 6.52	 58	     	Cet
029.4836667	 -2.0996667	 12021	BD-02   329 	     	    	  9155	01 57 56.08	-02 05 58.8	 8.83	 58	     	Cet
030.4897917	+70.9070556	 12111	BD+70   153 	 2424	 575	  9480	02 01 57.55	+70 54 25.4	 4.49	 48	A    	Cas
030.1406667	+27.8887500	 12211	BD+27   318 	     	    	  9383	02 00 33.76	+27 53 19.5	 9.10	   	chi  	Tri
030.8591250	+72.4212500	 12216	BD+71   117 	 2445	 580	  9598	02 03 26.19	+72 25 16.5	 3.95	 50	     	Cas
031.2793750	+77.2814444	 12230	BD+76    63 	 2459	 581	  9727	02 05 07.05	+77 16 53.2	 5.27	 47	     	Cas
030.0375833	 +3.0976389	 12235	BD+02   311 	 2416	 582	  9353	02 00 09.02	+03 05 51.5	 5.89	112	     	Psc
029.9424583	-20.8245833	 12255	BD-21   356 	 2411	 583	  9326	01 59 46.19	-20 49 28.5	 5.43	 57	     	Cet
030.0009167	-21.0777778	 12274	BD-21   358 	 2419	 585	  9347	02 00 00.22	-21 04 40.0	 3.99	 59	ups  	Cet
030.7187083	+64.9015000	 12279	BD+64   282 	 2446	 586	  9564	02 02 52.49	+64 54 05.4	 6.00	 52	     	Cas
030.7507917	+64.3900278	 12301	BD+63   274 	 2451	 589	  9573	02 03 00.19	+64 23 24.1	 5.59	 53	     	Cas
030.5752917	+54.4875556	 12303	BD+53   439 	 2442	 590	  9505	02 02 18.07	+54 29 15.2	 4.99	  4	g    	Per
029.6911250	-61.5699167	 12311	CP-62   162 	 2405	 591	  9236	01 58 45.87	-61 34 11.7	 2.86	   	alf  	Hyi
031.3815833	+76.1151111	 12339	BD+75    86 	 2475	 592	  9763	02 05 31.58	+76 06 54.4	 5.22	 49	     	Cas
028.9593750	-78.3486667	 12363	CP-78    42 	 2377	 593	  8991	01 55 50.25	-78 20 55.2	 6.15	   	sig  	Hyi
030.3116667	-30.0015556	 12438	CD-30   703 	 2443	 594	  9440	02 01 14.80	-30 00 05.6	 5.34	   	pi.  	For
030.5116667	 +2.7637500	 12446	BD+02   317B	 2452	 595	  9487	02 02 02.80	+02 45 49.5	 3.82	113	alf  	Psc
030.5116667	 +2.7636111	 12447	BD+02   317A	     	 596	      	02 02 02.80	+02 45 49.0	 4.33	113	alf  	Psc
030.7415417	+33.2841389	 12471	BD+32   369 	 2458	 599	  9570	02 02 57.97	+33 17 02.9	 5.50	  3	eps  	Tri
030.4266667	-44.7133889	 12524	CD-45   659 	 2455	 602	  9459	02 01 42.40	-44 42 48.2	 5.15	   	chi  	Phe
030.9746667	+42.3298611	 12533	BD+41   395A	 2477	 603	  9640	02 03 53.92	+42 19 47.5	 2.10	 57	gam01	And
030.9779167	+42.3308333	 12534	BD+41   395B	 2479	 604	      	02 03 54.70	+42 19 51.0	 4.84	 57	gam02	And
030.9135833	+25.9354444	 12558	BD+25   341 	 2476	 605	  9621	02 03 39.26	+25 56 07.6	 5.64	 10	     	Ari
030.7983750	 +0.1284444	 12573	BD-00   307 	 2474	 607	  9589	02 03 11.61	+00 07 42.4	 5.42	 60	     	Cet
030.9505000	 -0.3401389	 12641	BD-01   285 	 2488	 610	  9631	02 03 48.12	-00 20 24.5	 5.96	 61	     	Cet
031.1226250	-29.2968333	 12767	CD-29   706 	 2506	 612	  9677	02 04 29.43	-29 17 48.6	 4.68	   	nu.  	For
032.2820417	+71.5525833	 12800	BD+70   163 	 2544	    	 10031	02 09 07.69	+71 33 09.3	 6.57	 54	     	Cas
031.6412917	+22.6484167	 12869	BD+21   279 	 2527	 613	  9836	02 06 33.91	+22 38 54.3	 5.03	 12	kap  	Ari
031.7050833	+25.7045833	 12885	BD+25   349 	 2534	 615	  9859	02 06 49.22	+25 42 16.5	 6.01	 11	     	Ari
031.7928750	+23.4627778	 12929	BD+22   306 	 2538	 617	  9884	02 07 10.29	+23 27 46.0	 2.01	 13	alf  	Ari
032.1214583	+37.8591944	 13041	BD+37   486 	 2552	 620	  9977	02 08 29.15	+37 51 33.1	 4.78	 58	     	And
032.3855000	+34.9873889	 13161	BD+34   381 	 2572	 622	 10064	02 09 32.52	+34 59 14.6	 3.00	  4	bet  	Tri
032.3553750	+25.9399722	 13174	BD+25   355 	 2573	 623	 10053	02 09 25.29	+25 56 23.9	 4.98	 14	     	Ari
032.8716250	+57.6455556	 13267	BD+56   438 	 2604	 627	 10227	02 11 29.19	+57 38 44.0	 6.38	  5	     	Per
032.7201250	+39.0395833	 13294	BD+38   425A	 2600	 628	 10176	02 10 52.83	+39 02 22.5	 6.09	 59	     	And
032.7236250	+39.0433333	 13295	BD+38   425B	 2602	 629	 10180	02 10 53.67	+39 02 36.0	 6.82	 59	     	And
032.6564167	+19.5004167	 13325	BD+18   277 	 2601	 631	 10155	02 10 37.54	+19 30 01.5	 5.68	 15	     	Ari
032.8002500	+25.9369444	 13363	BD+25   362 	 2609	 633	 10203	02 11 12.06	+25 56 13.0	 6.01	 16	     	Ari
032.8541667	+31.5264167	 13372	BD+30   347 	 2613	 634	 10220	02 11 25.00	+31 31 35.1	 6.24	  5	     	Tri
032.8381667	 +8.5700833	 13421	BD+07   347 	 2619	 635	 10212	02 11 21.16	+08 34 12.3	 5.64	 64	     	Cet
032.8993333	 -1.8253611	 13468	BD-02   375 	 2624	 639	 10234	02 11 35.84	-01 49 31.3	 5.94	 63	     	Cet
033.6212500	+66.5244444	 13474	BD+65   239A	 2661	 640	 10438	02 14 29.10	+66 31 28.0	 6.05	 55	     	Cas
033.0930000	+30.3032222	 13480	BD+29   371 	 2633	 642	 10280	02 12 22.32	+30 18 11.6	 4.94	  6	     	Tri
033.3055833	+44.2316944	 13520	BD+43   447 	 2645	 643	 10340	02 13 13.34	+44 13 54.1	 4.84	 60	b    	And
033.4000833	+51.0662222	 13530	BD+50   481 	 2653	 645	 10366	02 13 36.02	+51 03 58.4	 5.31	  6	     	Per
033.1999167	+21.2109722	 13555	BD+20   348 	 2643	 646	 10306	02 12 47.98	+21 12 39.5	 5.23	 17	eta  	Ari
033.2635417	+15.2799167	 13596	BD+14   357 	 2655	 648	 10328	02 13 03.25	+15 16 47.7	 5.72	 19	     	Ari
033.2500417	 +8.8467500	 13611	BD+08   345 	 2656	 649	 10324	02 13 00.01	+08 50 48.3	 4.36	 65	ksi01	Cet
033.1971667	 -2.3934722	 13612	BD-03   336 	 2652	 650	 10305	02 12 47.32	-02 23 36.5	 5.65	 66	     	Cet
033.2269167	-30.7238333	 13709	CD-31   882 	 2663	 652	 10320	02 12 54.46	-30 43 25.8	 5.27	   	mu.  	For
033.9845833	+33.3589722	 13869	BD+32   409 	 2710	 655	 10559	02 15 56.30	+33 21 32.3	 5.25	  7	     	Tri
033.9414167	+25.7831111	 13871	BD+25   373 	 2707	 656	 10540	02 15 45.94	+25 46 59.2	 5.79	 20	     	Ari
033.9284583	+25.0432500	 13872	BD+24   329 	 2706	 657	 10535	02 15 42.83	+25 02 35.7	 5.57	 21	     	Ari
034.2600833	+34.2248333	 13974	BD+33   395 	 2733	 660	 10644	02 17 02.42	+34 13 29.4	 4.84	  8	del  	Tri
034.4992500	+57.8998056	 13982	BD+57   535 	 2746	 661	 10718	02 17 59.82	+57 53 59.3	 5.75	  8	     	Per
034.5191667	+57.5163333	 13994	BD+56   486 	 2752	 662	 10729	02 18 04.60	+57 30 58.8	 5.99	  7	chi  	Per
034.3285000	+33.8473333	 14055	BD+33   397 	 2742	 664	 10670	02 17 18.84	+33 50 50.4	 4.03	  9	gam  	Tri
034.2457917	 -6.4218611	 14129	BD-07   393 	 2748	 666	 10642	02 16 58.99	-06 25 18.7	 5.51	 67	     	Cet
033.5604167	-67.8415556	 14141	CP-68   126 	 2715	 667	 10418	02 14 14.50	-67 50 29.6	 5.57	   	pi.01	Hyi
034.5314583	+19.9011667	 14191	BD+19   340 	 2767	 669	 10732	02 18 07.55	+19 54 04.2	 5.58	 22	the  	Ari
034.8202083	+47.3800000	 14212	BD+46   552 	 2779	 670	 10819	02 19 16.85	+47 22 48.0	 5.31	 62	c    	And
034.1270833	-51.5121111	 14228	CP-52   285 	 2756	 674	 10602	02 16 30.50	-51 30 43.6	 3.56	   	phi  	Eri
034.7374583	+28.6426667	 14252	BD+27   360 	 2781	 675	 10793	02 18 56.99	+28 38 33.6	 5.29	 10	     	Tri
033.8690000	-67.7463333	 14287	CP-68   128 	 2745	 678	 10513	02 15 28.56	-67 44 46.8	 5.67	   	pi.02	Hyi
034.8366250	 -2.9770556	 14386	BD-03   353 	 2796	 681	 10826	02 19 20.79	-02 58 37.4	 6.47	 68	omi  	Cet
035.2423750	+50.1515278	 14392	BD+49   640 	 2813	 682	 10944	02 20 58.17	+50 09 05.5	 5.57	 63	     	And
035.5892917	+55.8456667	 14489	BD+55   598 	 2836	 685	 11060	02 22 21.43	+55 50 44.4	 5.16	  9	i    	Per
035.4860000	 +0.3956944	 14652	BD-00   355 	 2846	 689	 11021	02 21 56.64	+00 23 44.5	 5.29	 69	     	Cet
035.5517083	 -0.8847500	 14690	BD-01   322 	 2850	 691	 11046	02 22 12.41	-00 53 05.1	 5.42	 70	     	Cet
036.1037083	+50.0066389	 14770	BD+49   649 	 2877	 694	 11220	02 24 24.89	+50 00 23.9	 5.19	 64	     	And
035.6350833	-23.8163056	 14802	CD-24  1038 	 2862	 695	 11072	02 22 32.42	-23 48 58.7	 5.19	   	kap  	For
036.3167917	+56.6098333	 14818	BD+55   612 	 2885	 696	 11279	02 25 16.03	+56 36 35.4	 6.25	 10	     	Per
036.4058333	+50.2786667	 14872	BD+49   656 	 2902	 699	 11313	02 25 37.40	+50 16 43.2	 4.73	 65	     	And
036.2043333	+10.6106111	 14951	BD+09   316 	 2901	 702	 11249	02 24 49.04	+10 36 38.2	 5.48	 24	ksi  	Ari
036.2432917	 -2.7800278	 15004	BD-03   374 	 2910	 704	 11261	02 24 58.39	-02 46 48.1	 6.34	 71	     	Cet
035.4375833	-68.6594167	 15008	CP-69   113 	 2872	 705	 11001	02 21 45.02	-68 39 33.9	 4.08	   	del  	Hyi
037.2666250	+67.4023889	 15089	BD+66   213 	 2952	 707	 11569	02 29 03.99	+67 24 08.6	 4.46	   	iot  	Cas
036.4875417	-12.2904444	 15130	BD-12   451 	 2932	 708	 11345	02 25 57.01	-12 17 25.6	 4.88	 72	rho  	Cet
036.9656250	+50.5701944	 15138	BD+49   666 	 2944	 709	 11465	02 27 51.75	+50 34 12.7	 6.16	 66	     	And
036.8657917	+31.8013611	 15176	BD+31   427 	 2943	 712	 11432	02 27 27.79	+31 48 04.9	 5.55	 11	     	Tri
036.8481667	+10.1988056	 15228	BD+09   323 	 2946	    	 11427	02 27 23.56	+10 11 55.7	 6.45	 25	     	Ari
036.2249583	-60.3116389	 15233	CP-60   199 	 2931	 714	 11258	02 24 53.99	-60 18 41.9	 5.36	   	lam  	Hor
035.7186250	-73.6458333	 15248	CP-74   194 	 2913	 715	 11095	02 22 52.47	-73 38 45.0	 5.99	   	kap  	Hyi
037.0416250	+29.6695278	 15257	BD+29   417 	 2956	 717	 11486	02 28 09.99	+29 40 10.3	 5.29	 12	     	Tri
037.0396667	 +8.4600833	 15318	BD+07   388 	 2960	 718	 11484	02 28 09.52	+08 27 36.3	 4.30	 73	ksi02	Cet
037.2022500	+29.9315833	 15335	BD+29   423 	 2964	 720	 11548	02 28 48.54	+29 55 53.7	 5.89	 13	     	Tri
036.7462500	-47.7038333	 15371	CD-48   637 	 2954	 721	 11407	02 26 59.10	-47 42 13.8	 4.24	   	kap  	Eri
037.0070417	-33.8110556	 15427	CD-34   905 	 2967	 724	 11477	02 28 01.69	-33 48 39.8	 5.13	   	phi  	For
037.6598750	+19.8553889	 15550	BD+19   365 	 3003	 729	 11678	02 30 38.37	+19 51 19.4	 6.14	 26	     	Ari
037.7265833	+17.7040556	 15596	BD+17   380 	 3009	 731	 11698	02 30 54.38	+17 42 14.6	 6.21	 27	     	Ari
038.0255833	+36.1472222	 15656	BD+35   497 	 3032	 736	 11784	02 32 06.14	+36 08 50.0	 5.15	 14	     	Tri
038.0393333	 -1.0348056	 15779	BD-01   353 	 3043	 739	 11791	02 32 09.44	-01 02 05.3	 5.36	 75	     	Cet
038.0220000	-15.2443333	 15798	BD-15   449 	 3045	 740	 11783	02 32 05.28	-15 14 39.6	 4.74	 76	sig  	Cet
038.2256250	+15.0344722	 15814	BD+14   419 	 3055	 741	 11843	02 32 54.15	+15 02 04.1	 6.00	 29	     	Ari
038.2793333	-34.6499167	 15975	CD-35   877 	 3067	 744	 11867	02 33 07.04	-34 38 59.7	 5.91	   	lam01	For
038.4612917	-28.2323333	 16046	CD-28   819 	 3083	 749	 11918	02 33 50.71	-28 13 56.4	 4.96	   	ome  	For
038.9450000	+34.6876944	 16058	BD+34   469 	 3103	 750	 12086	02 35 46.80	+34 41 15.7	 5.38	 15	     	Tri
038.6774583	 -7.8592778	 16074	BD-08   484 	 3091	 752	 12002	02 34 42.59	-07 51 33.4	 5.74	 77	     	Cet
038.8334167	 -3.5595278	 16141	BD-04   426 	 3106	    	 12048	02 35 20.02	-03 33 34.3	 6.83	 79	     	Cet
038.9687083	 +5.5933056	 16161	BD+04   418 	 3117	 754	 12093	02 35 52.49	+05 35 35.9	 4.87	 78	nu.  	Cet
039.0002917	 -7.8314444	 16212	BD-08   489 	 3126	 759	 12107	02 36 00.07	-07 49 53.2	 5.53	 80	     	Cet
039.2405833	+24.6480556	 16232	BD+24   375 	 3137	 764	 12184	02 36 57.74	+24 38 53.0	 6.68	 30	     	Ari
039.1572917	+12.4478333	 16234	BD+11   360 	 3133	 763	 12153	02 36 37.75	+12 26 52.2	 5.64	 31	     	Ari
039.2518333	+24.6472500	 16246	BD+24   376 	 3140	 765	 12189	02 37 00.44	+24 38 50.1	 6.48	 30	     	Ari
039.0386667	-30.0449722	 16307	CD-30   958 	 3136	 767	 12122	02 36 09.28	-30 02 41.9	 5.74	   	iot01	For
039.4240833	 -3.3960556	 16400	BD-04   436 	 3158	 771	 12247	02 37 41.78	-03 23 45.8	 5.65	 81	     	Cet
039.2442500	-34.5773333	 16417	CD-35   903 	 3153	 772	 12186	02 36 58.62	-34 34 38.4	 5.78	   	lam02	For
039.7041667	+21.9614444	 16432	BD+21   362 	 3167	 773	 12332	02 38 49.00	+21 57 41.2	 5.45	 32	nu.  	Ari
037.9171667	-79.1092500	 16522	CP-79    66 	 3102	 776	 11757	02 31 40.12	-79 06 33.3	 5.27	   	mu.  	Hyi
039.5775000	-30.1938889	 16538	CD-30   973 	 3170	 777	 12288	02 38 18.60	-30 11 38.0	 5.84	   	iot02	For
039.3510833	-52.5430833	 16555	CP-53   457 	 3166	 778	 12225	02 37 24.26	-52 32 35.1	 5.30	   	eta  	Hor
039.8706250	 +0.3285278	 16582	BD-00   406 	 3192	 779	 12387	02 39 28.95	+00 19 42.7	 4.08	 82	del  	Cet
039.8905417	-11.8715833	 16620	BD-12   501 	 3199	 781	 12390	02 39 33.73	-11 52 17.7	 4.83	 83	eps  	Cet
040.1709583	+27.0610000	 16628	BD+26   443 	 3215	 782	 12489	02 40 41.03	+27 03 39.6	 5.30	 33	     	Ari
040.7616667	+55.1060833	 16727	BD+54   598 	 3253	 785	 12692	02 43 02.80	+55 06 21.9	 5.76	 11	     	Per
040.5622083	+40.1943889	 16739	BD+39   610 	 3245	 788	 12623	02 42 14.93	+40 11 39.8	 4.91	 12	     	Per
039.9496667	-42.8916389	 16754	CD-43   814 	 3217	 789	 12413	02 39 47.92	-42 53 29.9	 4.74	   	s    	Eri
040.3077917	 -0.6953611	 16765	BD-01   377 	 3235	 790	 12530	02 41 13.87	-00 41 43.3	 5.72	 84	     	Cet
040.5913333	+20.0115833	 16811	BD+19   403 	 3256	 793	 12640	02 42 21.92	+20 00 41.7	 5.74	 34	mu.  	Ari
040.1663750	-39.8553056	 16815	CD-40   689 	 3237	 794	 12486	02 40 39.93	-39 51 19.1	 4.11	   	iot  	Eri
040.6206250	+10.7417778	 16861	BD+10   360 	 3260	 797	 12647	02 42 28.95	+10 44 30.4	 6.32	 85	     	Cet
041.0487083	+49.2286667	 16895	BD+48   746 	 3277	 799	 12777	02 44 11.69	+49 13 43.2	 4.10	 13	the  	Per
041.0215000	+44.2970556	 16901	BD+43   566 	 3278	 800	 12768	02 44 05.16	+44 17 49.4	 5.43	 14	     	Per
040.8629583	+27.7071667	 16908	BD+27   424 	 3273	 801	 12719	02 43 27.11	+27 42 25.8	 4.65	 35	     	Ari
040.1649167	-54.5499167	 16920	CP-55   446 	 3246	 802	 12484	02 40 39.58	-54 32 59.7	 5.21	   	zet  	Hor
040.8255000	 +3.2361667	 16970	BD+02   422 	 3276	 804	 12706	02 43 18.12	+03 14 10.2	 3.47	 86	gam  	Cet
039.8967500	-68.2669444	 16978	CP-68   161 	 3240	 806	 12394	02 39 35.22	-68 16 01.0	 4.12	   	eps  	Hyi
041.0795417	+17.7640278	 17017	BD+17   426 	 3294	 808	 12784	02 44 19.09	+17 45 50.5	 6.40	 36	     	Ari
041.1373750	+15.3118889	 17036	BD+14   457 	 3303	 809	 12803	02 44 32.97	+15 18 42.8	 5.78	 37	omi  	Ari
040.6381667	-50.8008333	 17051	CD-51   641 	 3279	 810	 12653	02 42 33.16	-50 48 03.0	 5.40	   	iot  	Hor
041.0306250	-13.8586667	 17081	BD-14   519 	 3300	 811	 12770	02 44 07.35	-13 51 31.2	 4.24	 89	pi.  	Cet
041.2396250	+12.4459722	 17093	BD+11   377 	 3308	 812	 12832	02 44 57.51	+12 26 45.5	 5.17	 38	     	Ari
041.2348750	+10.1142222	 17094	BD+09   359 	 3309	 813	 12828	02 44 56.37	+10 06 51.2	 4.27	 87	mu.  	Cet
042.2312917	+69.6341944	 17138	BD+69   179 	 3345	 815	 13133	02 48 55.51	+69 38 03.1	 6.26	   	RZ   	Cas
041.2749167	-18.5726389	 17206	BD-19   518 	 3318	 818	 12843	02 45 05.98	-18 34 21.5	 4.47	  1	tau01	Eri
041.9768333	+29.2474167	 17361	BD+28   462 	 3356	 824	 13061	02 47 54.44	+29 14 50.7	 4.52	 39	     	Ari
042.1335833	+18.2838611	 17459	BD+17   442 	 3369	 828	 13108	02 48 32.06	+18 17 01.9	 5.83	 40	     	Ari
042.9947917	+68.8885278	 17463	BD+68   200 	 3403	 829	 13367	02 51 58.75	+68 53 18.7	 5.94	   	SU   	Cas
