HR	Name	HD	RA	DEC	mag	Type
5927	          	142640	15 56 14.4	-14 23 58	6.37	  F7V:
5928	  5Rho Sco	142669	15 56 53.1	-29 12 51	3.88	  B2IV-V
5929	          	142691	15 57 21.3	-36 11 06	5.8	  K0-1III
5930	          	142703	15 56 33.4	-14 49 45	6.13	  A2III
5931	          	142763	15 55 39.8	+18 37 14	6.26	  B8III
5932	  2    Her	142780	15 54 37.9	+43 08 19	5.37	  M3IIIBa0.3
5933	 41Gam Ser	142860	15 56 27.2	+15 39 42	3.85	  F6V
5934	          	142883	15 57 40.4	-20 58 59	5.85	  B3V
5935	          	142889	15 58 30.7	-37 30 11	6.31	  K0III
5936	 12Lam CrB	142908	15 55 47.6	+37 56 49	5.45	  F0IV
5937	          	142919	15 59 54.0	-54 01 16	6.1	  B5IV
5938	  4    Her	142926	15 55 30.6	+42 33 58	5.75	  B9pe
5939	          	142941	16 01 10.7	-63 46 36	6.41	  F8II
5940	   Phi Ser	142980	15 57 14.6	+14 24 52	5.54	  K1IV
5941	 48    Lib	142983	15 58 11.4	-14 16 46	4.88	  B5IIIp
5942	          	142990	15 58 34.8	-24 49 53	5.43	  B5IV
5943	          	143009	15 59 30.3	-41 44 40	4.99	  K0II-III
5944	  6Pi  Sco	143018	15 58 51.1	-26 06 51	2.89	  B1V+B2V
5945	          	143084	15 59 58.0	-40 39 10	6.49	  K1II-III
5946	          	143101	16 01 06.4	-54 34 40	6.13	  A5V
5947	 13Eps CrB	143107	15 57 35.3	+26 52 40	4.15	  K2IIIab
5948	   Eta Lup	143118	16 00 07.3	-38 23 49	3.41	  B2.5IV
5949	          	143187	15 55 49.7	+58 54 42	6.31	  A0V
5950	          	143209	15 57 29.9	+39 41 43	6.31	  K0
5951	          	143238	16 02 52.4	-62 32 30	6.25	  B9.5V
5952	          	143248	16 00 53.7	-40 26 07	6.21	  A0V
5953	  7Del Sco	143275	16 00 20.0	-22 37 18	2.32	  B0.3IV
5954	 49    Lib	143333	16 00 19.6	-16 32 00	5.47	  F8V
5955	          	143346	16 05 55.8	-72 24 03	5.7	  K1IIICNII
5956	          	143404	16 01 19.5	-31 53 22	6.33	  K4III
5957	          	143435	15 58 57.7	+36 38 38	5.62	 gK5
5958	          	143454	15 59 30.2	+25 55 13	2	sdBe+gM3+Q
5959	 50    Lib	143459	16 00 47.6	-08 24 41	5.55	  A0V s
5960	          	143466	15 57 47.4	+54 44 59	4.95	  F0IV
5961	   Iot1Nor	143474	16 03 31.9	-57 46 31	4.63	  A7IV
5962	   Eta Nor	143546	16 03 12.9	-49 13 47	4.65	  G8III
5963	          	143553	16 00 51.1	+04 25 39	5.83	 gK0
5964	          	143584	15 59 04.4	+49 52 52	6.05	  F0IV
5965	          	143619	16 02 39.4	-29 08 09	6.03	  K3III
5966	  5    Her	143666	16 01 14.3	+17 49 06	5.12	  G8IIIbFe-0.5
5967	          	143699	16 03 24.2	-38 36 09	4.89	  B6IV
5968	 15Rho CrB	143761	16 01 02.7	+33 18 13	5.41	  G0+VaFe-1
5969	          	143787	16 03 20.6	-25 51 55	5	  K5III
5970	          	143790	16 03 34.3	-32 00 02	6.01	  F4IV
5971	 14Iot CrB	143807	16 01 26.6	+29 51 04	4.99	  A0p:Hg:
5972	 44Pi  Ser	143894	16 02 17.7	+22 48 16	4.83	  A3V
5973	          	143900	16 03 54.7	-24 43 35	6.21	  K0
5974	          	143902	16 04 17.8	-33 12 52	6.1	  A9IV
5975	          	143928	16 04 36.7	-37 51 47	5.9	  F3IV
5976	 43    Ser	144046	16 03 45.7	+04 59 12	6.08	  G9III
5977	   Xi  Sco	144069	16 04 22.1	-11 22 23	5.07	  F5IV
5978	   Xi  Sco	144070	16 04 22.1	-11 22 23	4.77	  F5IV
5979	          	144183	16 07 24.0	-56 11 29	6.16	  F2II
5980	   Del Nor	144197	16 06 29.4	-45 10 24	4.72	  Am
5981	          	144204	16 02 05.5	+52 54 57	5.93	 gK5
5982	  6Ups Her	144206	16 02 47.9	+46 02 12	4.76	  B9III
5983	          	144208	16 03 19.4	+36 37 54	5.83	  A2V+F7III
5984	  8Bet1Sco	144217	16 05 26.2	-19 48 20	2.62	  B1V
5985	  8Bet2Sco	144218	16 05 26.5	-19 48 07	4.92	  B2V
5986	 13The Dra	144284	16 01 53.3	+58 33 55	4.01	  F8IV
5987	   The Lup	144294	16 06 35.5	-36 48 08	4.23	  B2.5Vn
5988	          	144334	16 06 06.3	-23 36 23	5.92	  B8p
5989	          	144362	16 05 44.5	-06 17 30	6.53	  F2IV
5990	          	144390	16 05 59.8	-06 08 22	6.41	  K0
5991	          	144415	16 07 16.4	-36 45 20	5.73	  F1IV
5992	          	144426	16 05 37.8	+08 05 46	6.29	  A3m
5993	  9Ome1Sco	144470	16 06 48.4	-20 40 09	3.96	  B1V
5994	   Iot2Nor	144480	16 09 18.6	-57 56 04	5.57	  B9.5V
5995	          	144542	16 03 09.3	+59 24 39	6.19	  M1III
5996	          	144585	16 07 03.4	-14 04 15	6.32	  G4IV-V
5997	 10Ome2Sco	144608	16 07 24.3	-20 52 07	4.32	  G3II-III
5998	          	144661	16 07 51.9	-24 27 43	6.33	  B7IIIp:
5999	          	144668	16 08 34.2	-39 06 19	7.05	  A7IVe
6000	          	144667	16 08 34.4	-39 05 35	6.65	  A0-3III
6001	          	144690	16 08 07.6	-26 19 36	5.38	  M2III
6002	 11    Sco	144708	16 07 36.4	-12 44 44	5.78	  B9.5Vnn
6003	          	144844	16 08 43.7	-23 41 08	5.88	  B9IVp:
6004	 45    Ser	144874	16 07 37.5	+09 53 30	5.63	  A7V
6005	          	144889	16 07 22.2	+21 49 21	6.14	  K4III
6006	          	144927	16 09 31.7	-32 38 59	6.19	  K0-2III
6007	          	144987	16 09 52.6	-33 32 45	5.54	  B8V
6008	  7Kap Her	145001	16 08 04.5	+17 02 49	5	  G8III
6009	  7Kap Her	145000	16 08 04.9	+17 03 16	6.25	  K1III
6010	 47    Ser	145002	16 08 28.0	+08 32 03	5.73	  M3.5IIIa
6011	          	145085	16 08 58.9	+03 27 16	5.91	 gK5
6012	          	145100	16 09 55.2	-18 20 27	6.47	  F4V
6013	  8    Her	145122	16 08 46.6	+17 12 21	6.14	  A0Vnn
6014	          	145148	16 09 11.2	+06 22 44	5.97	  K1.5IV
6015	          	145191	16 11 17.7	-41 07 11	5.86	  F0IV
6016	          	145206	16 09 50.5	-03 28 01	5.37	  K4III
6017	          	145250	16 11 02.0	-29 24 59	5.13	  K3III
6018	 16Tau CrB	145328	16 08 58.3	+36 29 27	4.76	  K1-III-IV
6019	   Zet Nor	145361	16 13 22.6	-55 32 27	5.81	  F2III
6020	   Del1Aps	145366	16 20 20.8	-78 41 45	4.68	  M5IIIb
6021	   Del2Aps	145388	16 20 26.8	-78 40 02	5.27	  K3III
6022	          	145384	16 13 16.8	-53 40 18	5.83	  M0Ib-II+F-G
6023	 11Phi Her	145389	16 08 46.2	+44 56 06	4.26	  B9p:Mn:
6024	   Kap Nor	145397	16 13 28.7	-54 37 50	4.94	  G8III
6025	          	145454	16 06 19.7	+67 48 37	5.44	  A0Vn
6026	 14Nu  Sco	145501	16 11 58.6	-19 26 59	6.3	  B8V+B9VpSi
6027	 14Nu  Sco	145502	16 11 59.7	-19 27 38	4.01	  B3V
6028	 13    Sco	145482	16 12 18.2	-27 55 35	4.59	  B2V
6029	 12    Sco	145483	16 12 15.9	-28 25 03	5.67	  B9V
6030	   Del TrA	145544	16 15 26.3	-63 41 08	3.85	  G2Ib-IIa
6031	 15Psi Sco	145570	16 12 00.0	-10 03 51	4.94	  A3IV
6032	          	145589	16 11 29.7	+09 42 45	6.53	  F0IV
6033	 16    Sco	145607	16 12 07.3	-08 32 51	5.43	  A4V
6034	          	145622	16 03 31.3	+76 47 37	5.56	  A3V
6035	          	145647	16 11 28.7	+16 39 56	6.08	  A0V
6036	          	145674	16 09 02.9	+57 56 16	6.33	  A1V
6037	          	145689	16 17 05.5	-67 56 29	5.75	  A4V
6038	          	145694	16 09 26.0	+55 49 44	6.49	  K0
6039	 10    Her	145713	16 11 38.0	+23 29 41	5.7	  M4.5IIIa
6040	          	145782	16 15 49.7	-57 54 44	5.63	  A3III
6041	          	145788	16 12 56.5	-04 13 15	6.25	  A1V
6042	          	145792	16 13 45.7	-24 25 19	6.41	  B5V
6043	          	145802	16 11 39.7	+33 20 33	6.29	  K2III
6044	          	145838	16 14 22.3	-33 00 41	5.92	  K0III
6045	   The Nor	145842	16 15 15.3	-47 22 20	5.14	  B8V
6046	          	145849	16 11 48.0	+36 25 30	5.63	  K3III
6047	  9    Her	145892	16 13 15.4	+05 01 16	5.48	 gK5
6048	 17Chi Sco	145897	16 13 50.9	-11 50 15	5.22	  K3III
6049	          	145921	16 15 24.0	-42 53 59	6.14	  K2III
6050	          	145931	16 11 47.6	+42 22 28	5.87	  K4II+F6-8V
6051	          	145964	16 14 28.8	-21 06 27	6.41	  A0V
6052	          	145976	16 12 45.3	+26 40 15	6.5	  F3V
6053	          	145997	16 14 39.1	-18 32 07	6.32	  K2III
6054	          	146001	16 14 53.6	-25 28 37	6.05	  B7IV
6055	          	146003	16 16 43.1	-53 48 40	5.44	  M2III
6056	  1Del Oph	146051	16 14 20.7	-03 41 40	2.74	  M0.5III
6057	          	146084	16 14 13.5	+05 54 07	6.31	  K2III
6058	   Gam1Nor	146143	16 17 00.9	-50 04 06	4.99	  F9Ia
6059	          	146145	16 17 20.9	-53 05 12	6.33	  A8IV
6060	 18    Sco	146233	16 15 37.3	-08 22 10	5.5	  G2Va
6061	          	146254	16 15 51.5	-14 50 57	6.09	  A0V
6062	          	146323	16 18 51.9	-57 53 59	6.49	  F8-G0Ib
6063	 17Sig CrB	146361	16 14 40.8	+33 51 31	5.64	  G0VCaIIe
6064	 17Sig CrB	146362	16 14 40.8	+33 51 30	6.66	  G1V
6065	 16    Her	146388	16 15 28.7	+18 48 30	5.69	  K3III
6066	          	146416	16 16 58.8	-21 18 14	6.61	  B9V
6067	          	146514	16 16 55.3	-03 57 12	6.18	  A9Vn
6068	          	146537	16 15 47.4	+27 25 20	6.14	  K2
6069	          	146603	16 12 25.1	+67 08 39	6.21	  G8III
6070	          	146624	16 18 17.9	-28 36 50	4.78	  A0V
6071	   Lam Nor	146667	16 19 17.7	-42 40 26	5.45	  A3Vn
6072	   Gam2Nor	146686	16 19 50.4	-50 09 20	4.02	  G8III
6073	          	146690	16 20 25.2	-55 08 24	5.77	  K0III
6124	          	148287	16 26 50.1	+02 20 51	6.07	  G8III
6074	 18Ups CrB	146738	16 16 44.8	+29 09 01	5.78	  A3V
6075	  2Eps Oph	146791	16 18 19.3	-04 41 33	3.24	  G9.5IIIbFe-0.5
6076	          	146834	16 19 07.7	-20 13 04	6.29	  K5III
6077	          	146836	16 19 32.7	-30 54 24	5.49	  F6III
6078	          	146850	16 19 00.4	-14 52 21	5.94	  K4III
6079	 19    UMi	146926	16 10 49.5	+75 52 39	5.48	  B8V
6080	          	146954	16 20 32.6	-39 25 51	6.12	  B9V
6081	 19Omi Sco	147084	16 20 38.2	-24 10 10	4.55	  A5II
6082	 20    UMi	147142	16 12 32.2	+75 12 38	6.39	  K2IV
6083	          	147152	16 22 28.0	-49 34 20	5.33	  B6IV
6084	 20Sig Sco	147165	16 21 11.3	-25 35 34	2.89	  B1III
6085	          	147225	16 22 28.9	-43 54 44	5.88	  G3II
6086	          	147232	16 17 15.3	+59 45 18	5.4	  M4IIIa
6087	          	147266	16 20 04.3	+21 07 57	6.05	  G8IIIb
6088	          	147321	16 14 33.5	+73 23 42	5.98	  A3V
6089	          	147349	16 25 22.0	-63 07 29	6.15	  A1V
6090	          	147352	16 19 11.2	+49 02 17	5.91	 gK6
6091	          	147365	16 19 55.1	+39 42 31	5.46	  F3IV-V
6092	 22Tau Her	147394	16 19 44.4	+46 18 48	3.89	  B5IV
6093	 50Sig Ser	147449	16 22 04.4	+01 01 45	4.82	  F0V
6094	          	147513	16 24 01.3	-39 11 35	5.4	  G5V
6095	 20Gam Her	147547	16 21 55.2	+19 09 11	3.75	  A9III
6096	          	147550	16 22 38.9	-02 04 47	6.23	  B9V
6097	          	147553	16 23 56.7	-33 11 58	6.47	  A0V+A0V
6098	   Zet TrA	147584	16 28 28.1	-70 05 04	4.91	  F9V
6099	          	147614	16 24 54.2	-45 20 57	6.33	  A2-3V
6100	          	147628	16 24 31.7	-37 33 57	5.42	  B8IV
6101	          	147662	16 18 09.4	+68 33 16	6.41	  K0
6102	   Gam Aps	147675	16 33 27.0	-78 53 50	3.89	  G8-K0III
6103	 19Xi  CrB	147677	16 22 05.8	+30 53 31	4.85	  K0III
6104	  4Psi Oph	147700	16 24 06.2	-20 02 15	4.5	  K0II-III
6105	          	147722	16 24 39.6	-29 42 12	6.63	  G0IV
6106	          	147723	16 24 39.7	-29 42 17	5.84	  G0IV
6107	 20Nu 1CrB	147749	16 22 21.4	+33 47 57	5.2	  M2IIIab
6108	 21Nu 2CrB	147767	16 22 29.2	+33 42 13	5.39	  K5III
6109	   Iot TrA	147787	16 27 57.3	-64 03 29	5.27	  F4IV
